LeetcodeId,Title,Acceptance,Difficulty,Frequency,Topic,Company
226,Invert Binary Tree    ,0.574,Easy,7,Tree,google|amazon|facebook|microsoft|bloomberg|adobe|uber|linkedin|baidu|ebay
73,Set Matrix Zeroes    ,0.392,Medium,7,Array,google|amazon|facebook|microsoft|bloomberg|airbnb|snapchat|twitter|oracle|salesforce|expedia|nutanix|tripadvisor
678,Valid Parenthesis String    ,0.323,Medium,7,String,amazon|facebook|bloomberg|yahoo|alibaba
185,Department Top Three Salaries    ,0.243,Hard,7,,google|amazon|facebook|adobe|netflix
407,Trapping Rain Water II    ,0.389,Hard,7,breadth-first-search|Heap,google|microsoft|twitter
110,Balanced Binary Tree    ,0.405,Easy,7,Depth First|Tree,google|amazon|facebook|microsoft|bloomberg|adobe|yahoo|alibaba|airbnb|cisco|paypal
834,Sum of Distances in Tree    ,0.387,Hard,7,Depth First|Tree,google
932,Beautiful Array    ,0.521,Medium,7,Divide and Conquer,google
524,Longest Word in Dictionary through Deleting    ,0.453,Medium,7,Two Pointers|Sort,google|amazon|facebook|bloomberg
420,Strong Password Checker    ,0.178,Hard,7,,
406,Queue Reconstruction by Height    ,0.592,Medium,7,Greedy ,google|amazon|bloomberg
731,My Calendar II    ,0.434,Medium,7,Array|Binary Search Tree,google
230,Kth Smallest Element in a BST    ,0.503,Medium,7,Binary Search|Tree,google|amazon|facebook|microsoft|bloomberg|uber|tencent|walmart-labs|affirm|databricks|TripleByte
680,Valid Palindrome II    ,0.339,Easy,7,String,google|facebook|microsoft|yahoo|zenefits
157,Read N Characters Given Read4    ,0.287,Easy,7,String,google|facebook|uber
246,Strobogrammatic Number    ,0.419,Easy,7,HashTable|Math,google|facebook|airbnb
721,Accounts Merge    ,0.392,Medium,7,Depth First|Union Find,google|facebook
698,Partition to K Equal Sum Subsets    ,0.416,Medium,7,Dynamic Programming|Recursion,google|bloomberg|uber|linkedin|vmware
66,Plus One    ,0.408,Easy,7,Array,google|amazon|facebook|microsoft|bloomberg|adobe|uber|airbnb|ebay|zillow
379,Design Phone Directory    ,0.402,Medium,7,Design|Linked List,google|bloomberg|dropbox
777,Swap Adjacent in LR String    ,0.329,Medium,7,Brainteaser,google
471,Encode String with Shortest Length    ,0.446,Hard,7,Dynamic Programming,google
931,Minimum Falling Path Sum    ,0.579,Medium,7,Dynamic Programming,google|goldman-sachs
123,Best Time to Buy and Sell Stock III    ,0.331,Hard,6,Array|Dynamic Programming,google|amazon|facebook|microsoft|bloomberg|adobe|tencent|two-sigma
371,Sum of Two Integers    ,0.511,Easy,6,Bit Manipulation,google|amazon|facebook|adobe|nvidia|hulu
430,Flatten a Multilevel Doubly Linked List    ,0.41,Medium,6,Depth First|Linked List,facebook|bloomberg|uber
655,Print Binary Tree    ,0.513,Medium,6,Tree,microsoft|uber|linkedin|houzz|Poynt
384,Shuffle an Array    ,0.497,Medium,6,,google|amazon|facebook|microsoft|adobe|uber|apple|linkedin|salesforce|cisco
889,Construct Binary Tree from Preorder and Postorder Traversal    ,0.587,Medium,6,Tree,google|facebook|bloomberg
475,Heaters    ,0.313,Easy,6,Binary Search,google
683,K Empty Slots    ,0.34,Hard,6,Array|Binary Search Tree,google|amazon|microsoft
632,Smallest Range    ,0.464,Hard,6,HashTable|Two Pointers|String,google|facebook|microsoft|lyft|pinterest
118,Pascal's Triangle    ,0.45,Easy,6,Array,google|amazon|facebook|microsoft|bloomberg|apple|twitter|goldman-sachs|oracle|yelp
803,Bricks Falling When Hit    ,0.28,Hard,6,Union Find,google
953,Verifying an Alien Dictionary    ,0.559,Easy,6,HashTable,facebook
556,Next Greater Element III    ,0.298,Medium,6,String,google|amazon|facebook|bloomberg|adobe
257,Binary Tree Paths    ,0.453,Easy,6,Depth First|Tree,google|amazon|facebook|apple|yandex
807,Max Increase to Keep City Skyline    ,0.811,Medium,6,,google|amazon|adobe
194,Transpose File    ,0.225,Medium,6,,
605,Can Place Flowers    ,0.307,Easy,6,Array,linkedin|cisco
74,Search a 2D Matrix    ,0.347,Medium,6,Binary Search|Array,google|amazon|facebook|microsoft|adobe|uber|apple|baidu|twitter|visa
718,Maximum Length of Repeated Subarray    ,0.451,Medium,6,HashTable|Binary Search|Array|Dynamic Programming,yahoo|alibaba|pinterest|intuit|indeed|citadel
108,Convert Sorted Array to Binary Search Tree    ,0.496,Easy,6,Depth First|Tree,google|amazon|facebook|microsoft|bloomberg|adobe|uber|apple|yahoo|airbnb|baidu|tencent|vmware|walmart-labs|paypal
496,Next Greater Element I    ,0.589,Easy,6,Stack,google|amazon|bloomberg|mathworks
913,Cat and Mouse    ,0.273,Hard,6,breadth-first-search|Minimax,google
113,Path Sum II    ,0.398,Medium,6,Depth First|Tree,google|amazon|facebook|bloomberg|linkedin|tencent|zillow|quora|appdynamics
109,Convert Sorted List to Binary Search Tree    ,0.399,Medium,6,Depth First|Linked List,google|amazon|facebook|microsoft|bloomberg|adobe|oracle|zenefits|box
416,Partition Equal Subset Sum    ,0.401,Medium,6,Dynamic Programming,google|amazon|facebook|microsoft|uber|apple|linkedin|yahoo|ebay|paypal
833,Find And Replace in String    ,0.452,Medium,6,String,google
131,Palindrome Partitioning    ,0.4,Medium,6,Backtracking,google|amazon|bloomberg|adobe|uber
386,Lexicographical Numbers    ,0.451,Medium,6,,google|facebook|bloomberg|adobe|baidu
797,All Paths From Source to Target    ,0.696,Medium,6,,amazon|bloomberg|walmart-labs
189,Rotate Array    ,0.293,Easy,6,Array,google|amazon|facebook|microsoft|bloomberg|adobe|uber|oracle|cisco
328,Odd Even Linked List    ,0.484,Medium,6,Linked List,google|amazon|microsoft|bloomberg|adobe|ebay|capital-one|groupon
689,Maximum Sum of 3 Non-Overlapping Subarrays    ,0.439,Hard,6,Array|Dynamic Programming,google|facebook
527,Word Abbreviation    ,0.482,Hard,6,String|Sort,google|snapchat
611,Valid Triangle Number    ,0.446,Medium,6,Array,google|microsoft|bloomberg|linkedin|expedia
849,Maximize Distance to Closest Person    ,0.405,Easy,6,Array,google
169,Majority Element    ,0.518,Easy,6,Array|Bit Manipulation|Divide and Conquer,google|amazon|facebook|microsoft|adobe|apple|yahoo|alibaba|baidu|snapchat|twitter|tencent|zenefits
392,Is Subsequence    ,0.463,Medium,6,Binary Search|Greedy |Dynamic Programming,google|facebook|adobe|snapchat|pinterest
707,Design Linked List    ,0.236,Easy,6,Design|Linked List,google|amazon
361,Bomb Enemy    ,0.427,Medium,6,Dynamic Programming,google|amazon|facebook|uber
809,Expressive Words    ,0.425,Medium,6,String,google
724,Find Pivot Index    ,0.407,Easy,6,Array,google|facebook|microsoft|bloomberg|apple|baidu|coupang|Radius
730,Count Different Palindromic Subsequences    ,0.379,Hard,6,Dynamic Programming|String,linkedin|pure storage
181,Employees Earning More Than Their Managers    ,0.469,Easy,6,,amazon|facebook|adobe|yahoo
453,Minimum Moves to Equal Array Elements    ,0.49,Easy,6,Math,twitter|pocket-gems|indeed|coursera
761,Special Binary String    ,0.503,Hard,6,String|Recursion,google|coursera|quip
595,Big Countries    ,0.732,Easy,6,,google|amazon|microsoft|adobe
837,New 21 Game    ,0.305,Medium,6,Dynamic Programming,google
863,All Nodes Distance K in Binary Tree    ,0.459,Medium,6,Depth First|breadth-first-search|Tree,google|amazon|microsoft
95,Unique Binary Search Trees II    ,0.35,Medium,6,Dynamic Programming|Tree,google|amazon|bloomberg|adobe|yahoo
163,Missing Ranges    ,0.23,Medium,6,Array,google|amazon|facebook|bloomberg|oracle|two-sigma
674,Longest Continuous Increasing Subsequence    ,0.439,Easy,6,Array,facebook
662,Maximum Width of Binary Tree    ,0.397,Medium,6,Tree,google|amazon|facebook|microsoft|bloomberg|snapchat
213,House Robber II    ,0.351,Medium,6,Dynamic Programming,google|microsoft|adobe|salesforce
130,Surrounded Regions    ,0.223,Medium,6,Depth First|breadth-first-search|Union Find,google|amazon|facebook|uber|airbnb
733,Flood Fill    ,0.501,Easy,6,Depth First,google|amazon|facebook|bloomberg|uber|snapchat|zillow
365,Water and Jug Problem    ,0.288,Medium,6,Math,google|microsoft
640,Solve the Equation    ,0.4,Medium,6,Math,google|amazon|facebook|uber
274,H-Index    ,0.344,Medium,6,HashTable|Sort,google|facebook|bloomberg|yahoo|Alation
572,Subtree of Another Tree    ,0.414,Easy,6,Tree,google|amazon|facebook|microsoft|bloomberg|alibaba|ebay|tencent|samsung
261,Graph Valid Tree    ,0.396,Medium,6,Depth First|breadth-first-search|Graph|Union Find,google|amazon|facebook|apple|linkedin|zenefits
171,Excel Sheet Column Number    ,0.51,Easy,6,Math,google|amazon|microsoft|uber|apple|yahoo|twitter|intel|Alation
766,Toeplitz Matrix    ,0.613,Easy,6,Array,google|facebook
763,Partition Labels    ,0.689,Medium,6,Two Pointers|Greedy ,amazon
943,Find the Shortest Superstring    ,0.358,Hard,6,Dynamic Programming,google
876,Middle of the Linked List    ,0.636,Easy,6,Linked List,walmart-labs
323,Number of Connected Components in an Undirected Graph    ,0.515,Medium,6,Depth First|breadth-first-search|Graph|Union Find,google|amazon|microsoft|linkedin|twitter
855,Exam Room    ,0.374,Medium,6,Map,google|quora|quip
229,Majority Element II    ,0.315,Medium,6,Array,google|amazon|microsoft|adobe|uber|alibaba|zenefits
86,Partition List    ,0.366,Medium,6,Two Pointers|Linked List,amazon|microsoft
917,Reverse Only Letters    ,0.56,Easy,6,String,google|microsoft
338,Counting Bits    ,0.642,Medium,6,Dynamic Programming|Bit Manipulation,microsoft|apple|mathworks
225,Implement Stack using Queues    ,0.383,Easy,6,Stack|Design,amazon|microsoft|bloomberg|apple|yahoo|oracle|salesforce|mathworks|morgan-stanley|twilio
363,Max Sum of Rectangle No Larger Than K    ,0.349,Hard,6,Binary Search|Dynamic Programming|Queue,google|facebook|microsoft
700,Search in a Binary Search Tree    ,0.672,Easy,6,Tree,google|ibm
710,Random Pick with Blacklist    ,0.308,Hard,6,HashTable|Binary Search|Sort|Random,google|uber
266,Palindrome Permutation    ,0.597,Easy,6,HashTable,google|amazon|facebook|microsoft|bloomberg|uber
99,Recover Binary Search Tree    ,0.341,Hard,6,Depth First|Tree,google|amazon|facebook|microsoft|adobe|uber|palantir-technologies
794,Valid Tic-Tac-Toe State    ,0.291,Medium,6,Math|Recursion,google|amazon|microsoft|TripleByte
498,Diagonal Traverse    ,0.451,Medium,6,,google|amazon|facebook|bloomberg|adobe
708,Insert into a Cyclic Sorted List    ,0.285,Medium,6,Linked List,google|facebook|microsoft
237,Delete Node in a Linked List    ,0.524,Easy,6,Linked List,google|amazon|microsoft|bloomberg|adobe|apple|yahoo|baidu|tencent|vmware|paypal|netease|capital-one
357,Count Numbers with Unique Digits    ,0.467,Medium,6,Math|Dynamic Programming|Backtracking,google
106,Construct Binary Tree from Inorder and Postorder Traversal    ,0.383,Medium,6,Depth First|Array|Tree,amazon|facebook|microsoft|adobe
388,Longest Absolute File Path    ,0.389,Medium,6,,google|bloomberg|uber
433,Minimum Genetic Mutation    ,0.376,Medium,6,,google|amazon|twitter
652,Find Duplicate Subtrees    ,0.446,Medium,6,Tree,google|amazon|microsoft|uber|snapchat|lyft
47,Permutations II    ,0.395,Medium,6,Backtracking,amazon|facebook|microsoft|bloomberg|adobe|linkedin|vmware
252,Meeting Rooms    ,0.516,Easy,6,Sort,google|amazon|facebook|microsoft|airbnb|twitter|yelp
895,Maximum Frequency Stack    ,0.533,Hard,6,HashTable|Stack,amazon|salesforce
956,Tallest Billboard    ,0.372,Hard,6,Dynamic Programming,
734,Sentence Similarity    ,0.403,Easy,6,HashTable,google
966,Vowel Spellchecker    ,0.401,Medium,6,HashTable|String,Thumbtack
435,Non-overlapping Intervals    ,0.414,Medium,6,Greedy ,google|amazon|facebook|bloomberg|apple
373,Find K Pairs with Smallest Sums    ,0.334,Medium,6,Heap,google|amazon|microsoft|uber|linkedin
622,Design Circular Queue    ,0.386,Medium,6,Design|Queue,amazon|facebook
375,Guess Number Higher or Lower II    ,0.373,Medium,6,Dynamic Programming|Minimax,google
437,Path Sum III    ,0.422,Easy,6,Tree,amazon|facebook|microsoft|uber|alibaba|quora
302,Smallest Rectangle Enclosing Black Pixels    ,0.488,Hard,6,Binary Search,google
395,Longest Substring with At Least K Repeating Characters    ,0.381,Medium,6,,google|facebook|uber|baidu
319,Bulb Switcher    ,0.437,Medium,6,Math|Brainteaser,google|facebook|linkedin|mathworks
717,1-bit and 2-bit Characters    ,0.49,Easy,5,Array,google|quora|ixl
957,Prison Cells After N Days    ,0.379,Medium,5,HashTable,amazon
977,Squares of a Sorted Array    ,0.727,Easy,5,Two Pointers|Array,google|amazon|facebook|adobe|apple
303,Range Sum Query - Immutable    ,0.37,Easy,5,Dynamic Programming,google|facebook|adobe|palantir-technologies
354,Russian Doll Envelopes    ,0.336,Hard,5,Binary Search|Dynamic Programming,google|uber|quora
447,Number of Boomerangs    ,0.495,Easy,5,HashTable,google|amazon|facebook
684,Redundant Connection    ,0.507,Medium,5,Tree|Graph|Union Find,google
561,Array Partition I    ,0.685,Easy,5,Array,google|bloomberg|adobe|apple
214,Shortest Palindrome    ,0.273,Hard,5,String,google|facebook|microsoft|bloomberg|adobe|alibaba|walmart-labs|pocket-gems|two-sigma
305,Number of Islands II    ,0.42,Hard,5,Union Find,google|amazon|facebook|uber|snapchat
845,Longest Mountain in Array    ,0.339,Medium,5,Two Pointers,google
321,Create Maximum Number    ,0.252,Hard,5,Greedy |Dynamic Programming,google
488,Zuma Game    ,0.382,Hard,5,Depth First,google|bloomberg|baidu
259,3Sum Smaller    ,0.445,Medium,5,Two Pointers|Array,google|amazon|facebook|coursera
503,Next Greater Element II    ,0.503,Medium,5,Stack,google|amazon|microsoft|bloomberg|apple|yahoo
112,Path Sum    ,0.372,Easy,5,Depth First|Tree,google|amazon|facebook|microsoft|adobe|linkedin|yahoo|alibaba|ebay|zillow
505,The Maze II    ,0.428,Medium,5,Depth First|breadth-first-search,google|amazon|facebook|snapchat
874,Walking Robot Simulation    ,0.312,Easy,5,Greedy ,Jane Street
737,Sentence Similarity II    ,0.43,Medium,5,Depth First|Union Find,google|bloomberg
256,Paint House    ,0.483,Easy,5,Dynamic Programming,linkedin
440,K-th Smallest in Lexicographical Order    ,0.263,Hard,5,,google|facebook|hulu
255,Verify Preorder Sequence in Binary Search Tree    ,0.43,Medium,5,Tree|Stack,uber|zenefits|mathworks
310,Minimum Height Trees    ,0.299,Medium,5,breadth-first-search|Graph,google|facebook
52,N-Queens II    ,0.511,Hard,5,Backtracking,facebook|zenefits|zillow
184,Department Highest Salary    ,0.275,Medium,5,,google|amazon|facebook|adobe|apple|zenefits
351,Android Unlock Patterns    ,0.456,Medium,5,Dynamic Programming|Backtracking,google|microsoft|apple|snapchat
188,Best Time to Buy and Sell Stock IV    ,0.26,Hard,5,Dynamic Programming,google|amazon|facebook|citadel
377,Combination Sum IV    ,0.437,Medium,5,Dynamic Programming,google|amazon|facebook|uber|linkedin|snapchat|visa
582,Kill Process    ,0.558,Medium,5,Tree|Queue,google|microsoft|bloomberg|apple|yahoo|twitter
742,Closest Leaf in a Binary Tree    ,0.381,Medium,5,Tree,google|amazon|databricks
325,Maximum Size Subarray Sum Equals k    ,0.444,Medium,5,HashTable,google|amazon|facebook|palantir-technologies
270,Closest Binary Search Tree Value    ,0.433,Easy,5,Binary Search|Tree,google|amazon|facebook|microsoft|bloomberg|linkedin|snapchat|ebay
799,Champagne Tower    ,0.336,Medium,5,,google
562,Longest Line of Consecutive One in Matrix    ,0.432,Medium,5,Array,google|doordash
96,Unique Binary Search Trees    ,0.454,Medium,5,Dynamic Programming|Tree,google|amazon|adobe|snapchat
100,Same Tree    ,0.496,Easy,5,Depth First|Tree,google|amazon|facebook|bloomberg|apple|linkedin|cisco
516,Longest Palindromic Subsequence    ,0.457,Medium,5,Dynamic Programming,amazon|facebook|microsoft|uber|apple|linkedin|alibaba
398,Random Pick Index    ,0.492,Medium,5,Reservoir Sampling,google|facebook|bloomberg|uber
828,Unique Letter String    ,0.386,Hard,5,Two Pointers,ForUsAll
617,Merge Two Binary Trees    ,0.695,Easy,5,Tree,google|amazon|facebook|adobe
81,Search in Rotated Sorted Array II    ,0.325,Medium,5,Binary Search|Array,google|amazon|facebook|microsoft|adobe|linkedin|alibaba|dropbox
180,Consecutive Numbers    ,0.325,Medium,5,,google|facebook
168,Excel Sheet Column Title    ,0.286,Easy,5,Math,google|facebook|microsoft|bloomberg|yahoo|zenefits|Alation
191,Number of 1 Bits    ,0.423,Easy,5,Bit Manipulation,google|amazon|facebook|microsoft|bloomberg|apple|yahoo|vmware
900,RLE Iterator    ,0.492,Medium,5,Array,google|amazon
161,One Edit Distance    ,0.315,Medium,5,String,google|amazon|facebook|microsoft|uber|snapchat|twitter|yelp
936,Stamping The Sequence    ,0.356,Hard,5,Greedy |String,google
179,Largest Number    ,0.254,Medium,5,Sort,amazon|facebook|microsoft|bloomberg|apple|alibaba|goldman-sachs|yelp|walmart-labs|salesforce|works-applications
750,Number Of Corner Rectangles    ,0.64,Medium,5,Dynamic Programming,google|facebook
934,Shortest Bridge    ,0.438,Medium,5,Depth First|breadth-first-search,uber|McKinsey
969,Pancake Sorting    ,0.617,Medium,5,Array|Sort,square
746,Min Cost Climbing Stairs    ,0.464,Easy,5,Array|Dynamic Programming,amazon|adobe|goldman-sachs
616,Add Bold Tag in String    ,0.389,Medium,5,String,google
769,Max Chunks To Make Sorted    ,0.511,Medium,5,Array,google
850,Rectangle Area II    ,0.439,Hard,5,Segment Tree,google
631,Design Excel Sum Formula    ,0.289,Hard,5,Design,amazon|microsoft
291,Word Pattern II    ,0.403,Hard,5,Backtracking,facebook|uber|airbnb|dropbox
701,Insert into a Binary Search Tree    ,0.744,Medium,5,Tree,google|amazon|microsoft|linkedin
494,Target Sum    ,0.449,Medium,5,Depth First|Dynamic Programming,google|amazon|facebook
856,Score of Parentheses    ,0.553,Medium,5,String|Stack,
937,Reorder Log Files    ,0.593,Easy,5,String,amazon
665,Non-decreasing Array    ,0.195,Easy,5,Array,google|bloomberg
847,Shortest Path Visiting All Nodes    ,0.459,Hard,5,breadth-first-search|Dynamic Programming,google|amazon
190,Reverse Bits    ,0.305,Easy,5,Bit Manipulation,google|amazon|facebook|microsoft|bloomberg|apple|airbnb|samsung
132,Palindrome Partitioning II    ,0.269,Hard,5,Dynamic Programming,google|amazon|adobe
588,Design In-Memory File System    ,0.384,Hard,5,Design,amazon|airbnb|baidu
540,Single Element in a Sorted Array    ,0.572,Medium,5,,google|amazon|facebook|bloomberg|adobe
265,Paint House II    ,0.41,Hard,5,Dynamic Programming,google|facebook|linkedin
134,Gas Station    ,0.332,Medium,5,Greedy ,google|amazon|microsoft
871,Minimum Number of Refueling Stops    ,0.282,Hard,5,Dynamic Programming|Heap,microsoft
921,Minimum Add to Make Parentheses Valid    ,0.696,Medium,5,Greedy |Stack,facebook
979,Distribute Coins in Binary Tree    ,0.659,Medium,5,Depth First|Tree,google|amazon
704,Binary Search    ,0.46,Easy,5,Binary Search,
853,Car Fleet    ,0.388,Medium,5,Stack,google
591,Tag Validator    ,0.319,Hard,5,String|Stack,google|microsoft
87,Scramble String    ,0.312,Hard,5,Dynamic Programming|String,google
914,X of a Kind in a Deck of Cards    ,0.345,Easy,5,Array|Math,google
337,House Robber III    ,0.475,Medium,5,Depth First|Tree,google|amazon|facebook|uber|yahoo
144,Binary Tree Preorder Traversal    ,0.506,Medium,5,Tree|Stack,facebook|adobe|cisco
714,Best Time to Buy and Sell Stock with Transaction Fee    ,0.498,Medium,5,Greedy |Array|Dynamic Programming,google|facebook|bloomberg
137,Single Number II    ,0.454,Medium,5,Bit Manipulation,google|amazon|facebook
890,Find and Replace Pattern    ,0.703,Medium,5,String,google|amazon|apple
877,Stone Game    ,0.607,Medium,5,Math|Dynamic Programming|Minimax,google
119,Pascal's Triangle II    ,0.425,Easy,5,Array,google|amazon|adobe|apple|baidu
290,Word Pattern    ,0.346,Easy,5,HashTable,google|microsoft|uber|alibaba|dropbox|capital-one
940,Distinct Subsequences II    ,0.382,Hard,5,Dynamic Programming,google
715,Range Module    ,0.345,Hard,5,Array|Binary Search Tree|Segment Tree,google|linkedin|coupang|Machine Zone
568,Maximum Vacation Days    ,0.377,Hard,5,Dynamic Programming,google|facebook|uber
825,Friends Of Appropriate Ages    ,0.356,Medium,5,Array,facebook
873,Length of Longest Fibonacci Subsequence    ,0.458,Medium,5,Array|Dynamic Programming,baidu|walmart-labs
964,Least Operators to Express Number    ,0.406,Hard,5,Math|Dynamic Programming,snapchat
309,Best Time to Buy and Sell Stock with Cooldown    ,0.436,Medium,5,Dynamic Programming,google|amazon|alibaba
729,My Calendar I    ,0.467,Medium,5,Array,google|amazon|microsoft
824,Goat Latin    ,0.57,Easy,5,String,facebook
409,Longest Palindrome    ,0.476,Easy,5,HashTable,google|amazon|microsoft
40,Combination Sum II    ,0.406,Medium,5,Array|Backtracking,amazon|microsoft|uber|linkedin|snapchat
686,Repeated String Match    ,0.313,Easy,5,String,google|facebook
464,Can I Win    ,0.27,Medium,5,Dynamic Programming|Minimax,google|linkedin
400,Nth Digit    ,0.302,Easy,5,Math,google|adobe|works-applications
933,Number of Recent Calls    ,0.691,Easy,5,Queue,google|bloomberg
992,Subarrays with K Different Integers    ,0.458,Hard,4,HashTable|Two Pointers|Sliding Window,amazon
826,Most Profit Assigning Work    ,0.351,Medium,4,Two Pointers,nutanix|netease
817,Linked List Components    ,0.54,Medium,4,Linked List,google
671,Second Minimum Node In a Binary Tree    ,0.435,Easy,4,Tree,microsoft|linkedin
186,Reverse Words in a String II    ,0.367,Medium,4,String,amazon|facebook|microsoft|uber|apple|tencent
592,Fraction Addition and Subtraction    ,0.466,Medium,4,Math,goldman-sachs|ixl
27,Remove Element    ,0.439,Easy,4,Two Pointers|Array,google|amazon|facebook|adobe
383,Ransom Note    ,0.494,Easy,4,String,google|facebook|apple|hulu
864,Shortest Path to Get All Keys    ,0.357,Hard,4,breadth-first-search|Heap,google
223,Rectangle Area    ,0.356,Medium,4,Math,google|amazon|microsoft
542,01 Matrix    ,0.349,Medium,4,Depth First|breadth-first-search,google|amazon|microsoft|uber
220,Contains Duplicate III    ,0.195,Medium,4,Binary Search Tree,google|facebook|airbnb|palantir-technologies
260,Single Number III    ,0.564,Medium,4,Bit Manipulation,facebook|adobe|apple|yahoo
963,Minimum Area Rectangle II    ,0.428,Medium,4,Math|Geometry,google
690,Employee Importance    ,0.534,Easy,4,HashTable|Depth First|breadth-first-search,amazon|uber
174,Dungeon Game    ,0.266,Hard,4,Binary Search|Dynamic Programming,amazon|microsoft
298,Binary Tree Longest Consecutive Sequence    ,0.437,Medium,4,Tree,google|amazon|facebook
441,Arranging Coins    ,0.376,Easy,4,Binary Search|Math,goldman-sachs|godaddy
951,Flip Equivalent Binary Trees    ,0.651,Medium,4,Tree,google
654,Maximum Binary Tree    ,0.753,Medium,4,Tree,facebook|microsoft|lyft
946,Validate Stack Sequences    ,0.576,Medium,4,Stack,linkedin
866,Prime Palindrome    ,0.194,Medium,4,Math,
983,Minimum Cost For Tickets    ,0.575,Medium,4,Dynamic Programming,amazon|grab
896,Monotonic Array    ,0.547,Easy,4,Array,facebook
675,Cut Off Trees for Golf Event    ,0.304,Hard,4,breadth-first-search,amazon
452,Minimum Number of Arrows to Burst Balloons    ,0.458,Medium,4,Greedy ,google|facebook|microsoft
687,Longest Univalue Path    ,0.334,Easy,4,Tree|Recursion,google|amazon|facebook|alibaba
334,Increasing Triplet Subsequence    ,0.395,Medium,4,,google|amazon|facebook|microsoft|airbnb
659,Split Array into Consecutive Subsequences    ,0.401,Medium,4,Greedy |Heap,google
669,Trim a Binary Search Tree    ,0.599,Easy,4,Tree,amazon|microsoft|bloomberg
867,Transpose Matrix    ,0.638,Easy,4,Array,intel
765,Couples Holding Hands    ,0.511,Hard,4,Greedy |Graph|Union Find,google
740,Delete and Earn    ,0.452,Medium,4,Dynamic Programming,salesforce|zenefits|pocket-gems|akuna capital|quip
728,Self Dividing Numbers    ,0.693,Easy,4,Math,epic-systems
559,Maximum Depth of N-ary Tree    ,0.648,Easy,4,Depth First|breadth-first-search|Tree,google|amazon|sap
352,Data Stream as Disjoint Intervals    ,0.431,Hard,4,Binary Search Tree,apple|linkedin
147,Insertion Sort List    ,0.366,Medium,4,Linked List|Sort,bloomberg|adobe|apple|yahoo|airbnb
549,Binary Tree Longest Consecutive Sequence II    ,0.441,Medium,4,Tree,google|facebook
533,Lonely Pixel II    ,0.46,Medium,4,Depth First|Array,google
77,Combinations    ,0.465,Medium,4,Backtracking,google|amazon|facebook|microsoft
231,Power of Two    ,0.417,Easy,4,Math|Bit Manipulation,google|amazon|microsoft|tencent|ibm
216,Combination Sum III    ,0.507,Medium,4,Array|Backtracking,microsoft
264,Ugly Number II    ,0.358,Medium,4,Math|Dynamic Programming|Heap,google|amazon|bloomberg|ebay
792,Number of Matching Subsequences    ,0.421,Medium,4,Array,google|facebook
554,Brick Wall    ,0.474,Medium,4,HashTable,facebook|bloomberg|adobe
941,Valid Mountain Array    ,0.348,Easy,4,Array,google
774,Minimize Max Distance to Gas Station    ,0.404,Hard,4,Binary Search,google
372,Super Pow    ,0.355,Medium,4,Math,
548,Split Array with Equal Sum    ,0.429,Medium,4,Array,facebook|alibaba
926,Flip String to Monotone Increasing    ,0.487,Medium,4,Array,google
129,Sum Root to Leaf Numbers    ,0.417,Medium,4,Depth First|Tree,google|amazon|facebook|microsoft|bloomberg
196,Delete Duplicate Emails    ,0.312,Easy,4,,amazon|alibaba
938,Range Sum of BST    ,0.805,Medium,4,Binary Search Tree,google|facebook
497,Random Point in Non-overlapping Rectangles    ,0.352,Medium,4,Binary Search|Random,google
796,Rotate String    ,0.488,Easy,4,,amazon|microsoft|bloomberg|apple|linkedin
249,Group Shifted Strings    ,0.483,Medium,4,HashTable|String,google|facebook|uber|apple|rubrik
908,Smallest Range I    ,0.644,Easy,4,Math,adobe
513,Find Bottom Left Tree Value    ,0.58,Medium,4,Depth First|breadth-first-search|Tree,microsoft|bloomberg
424,Longest Repeating Character Replacement    ,0.438,Medium,4,Two Pointers|Sliding Window,google|microsoft|pocket-gems
459,Repeated Substring Pattern    ,0.395,Easy,4,String,google|amazon
958,Check Completeness of a Binary Tree    ,0.468,Medium,4,Tree,facebook|microsoft
307,Range Sum Query - Mutable    ,0.278,Medium,4,Segment Tree|Binary Indexed Tree,google|amazon|facebook|twitter|pocket-gems
172,Factorial Trailing Zeroes    ,0.373,Easy,4,Math,microsoft|bloomberg|adobe|nutanix|samsung|ibm
776,Split BST    ,0.52,Medium,4,Binary Search Tree,google|amazon|coupang
558,Quad Tree Intersection    ,0.401,Easy,4,,sumologic
784,Letter Case Permutation    ,0.555,Easy,4,Backtracking|Bit Manipulation,facebook|microsoft|bloomberg|yelp
262,Trips and Users    ,0.238,Hard,4,,adobe|uber
111,Minimum Depth of Binary Tree    ,0.35,Easy,4,Depth First|breadth-first-search|Tree,google|amazon|facebook|adobe|alibaba|goldman-sachs
626,Exchange Seats    ,0.533,Medium,4,,amazon|adobe
800,Similar RGB Color    ,0.59,Easy,4,Math|String,google
942,DI String Match    ,0.702,Easy,4,Math,google|amazon
107,Binary Tree Level Order Traversal II    ,0.459,Easy,4,breadth-first-search|Tree,google|amazon|facebook|microsoft|bloomberg|adobe|yahoo|airbnb
968,Binary Tree Cameras    ,0.342,Hard,4,Depth First|Dynamic Programming|Tree,facebook
477,Total Hamming Distance    ,0.487,Medium,4,Bit Manipulation,facebook
865,Smallest Subtree with all the Deepest Nodes    ,0.547,Medium,4,Tree,facebook
358,Rearrange String k Distance Apart    ,0.326,Hard,4,HashTable|Greedy |Heap,google|facebook
