LeetcodeId,Title,Acceptance,Difficulty,Frequency,Topic,Company
128,Longest Consecutive Sequence    ,0.411,Hard,9,Array|Union Find,google|amazon|facebook|microsoft|bloomberg|uber|linkedin|baidu|oracle|pocket-gems
735,Asteroid Collision    ,0.38,Medium,9,Stack,microsoft|uber|ebay|lyft
939,Minimum Area Rectangle    ,0.5,Medium,9,HashTable,google
547,Friend Circles    ,0.529,Medium,9,Depth First|Union Find,amazon|facebook|microsoft|bloomberg|linkedin|alibaba|twitter|vmware|pocket-gems|two-sigma
364,Nested List Weight Sum II    ,0.57,Medium,9,Depth First,linkedin
387,First Unique Character in a String    ,0.494,Easy,9,HashTable|String,google|amazon|facebook|microsoft|bloomberg|apple|yahoo|alibaba|airbnb|goldman-sachs|oracle|zillow|sap|Flipkart
282,Expression Add Operators    ,0.324,Hard,9,Divide and Conquer,google|facebook|apple|linkedin
432,All O`one Data Structure    ,0.29,Hard,9,Design,facebook|microsoft|uber|linkedin
222,Count Complete Tree Nodes    ,0.32,Medium,9,Binary Search|Tree,google|amazon|facebook|yahoo|alibaba
14,Longest Common Prefix    ,0.331,Easy,9,String,google|amazon|facebook|microsoft|adobe|apple|yahoo|alibaba|airbnb|baidu|oracle|tencent|yelp|vmware|expedia|pinterest|visa|samsung|aetion|quora|huawei|ixl|citrix|Deutsche Bank
218,The Skyline Problem    ,0.312,Hard,9,Heap|Divide and Conquer|Segment Tree|Binary Indexed Tree,google|amazon|facebook|microsoft|uber|apple|twitter|goldman-sachs|yelp|palantir-technologies|pure storage|databricks
679,24 Game    ,0.42,Hard,9,Depth First,google|microsoft|uber|twitter
92,Reverse Linked List II    ,0.343,Medium,9,Linked List,google|amazon|facebook|microsoft|bloomberg|adobe|apple|yahoo|alibaba|tencent|vmware|cisco
349,Intersection of Two Arrays    ,0.534,Easy,9,HashTable|Binary Search|Two Pointers|Sort,google|amazon|facebook|microsoft|bloomberg|adobe|uber|apple|linkedin|oracle|tencent|yelp|lyft|two-sigma|indeed
227,Basic Calculator II    ,0.328,Medium,9,String,google|amazon|facebook|microsoft|bloomberg|uber|apple|airbnb|baidu|snapchat|twitter|oracle|yelp|salesforce|pocket-gems|intuit|ixl|houzz|doordash
133,Clone Graph    ,0.256,Medium,9,Depth First|breadth-first-search|Graph,google|amazon|facebook|microsoft|bloomberg|adobe|uber|linkedin|alibaba|snapchat|twitter|pocket-gems|mathworks
460,LFU Cache    ,0.283,Hard,9,Design,google|amazon|microsoft|bloomberg|adobe|uber|apple|linkedin|airbnb|snapchat|pinterest
38,Count and Say    ,0.398,Easy,9,String,google|amazon|facebook|microsoft|bloomberg|adobe|apple|airbnb|ebay|vmware|salesforce|intuit|epic-systems
770,Basic Calculator IV    ,0.449,Hard,9,HashTable|String|Stack,google|pinterest|intuit|Roblox
348,Design Tic-Tac-Toe    ,0.489,Medium,9,Design,google|amazon|facebook|microsoft|apple|twitter|TripleByte
55,Jump Game    ,0.315,Medium,9,Greedy |Array,google|amazon|facebook|microsoft|bloomberg|uber|apple|baidu|snapchat|visa|bookingcom
647,Palindromic Substrings    ,0.562,Medium,9,Dynamic Programming|String,google|amazon|facebook|microsoft|adobe|uber|apple|linkedin|twitter|expedia|sap|coursera|pure storage
242,Valid Anagram    ,0.513,Easy,9,HashTable|Sort,google|amazon|facebook|microsoft|bloomberg|uber|apple|yahoo|snapchat|goldman-sachs|oracle|yelp|vmware|expedia|cisco|paypal|samsung
78,Subsets    ,0.515,Medium,9,Array|Backtracking|Bit Manipulation,google|amazon|facebook|microsoft|bloomberg|adobe|uber|apple|linkedin|yahoo|alibaba|goldman-sachs|oracle|tencent|walmart-labs|lyft|samsung|godaddy|coupang
105,Construct Binary Tree from Preorder and Inorder Traversal    ,0.399,Medium,9,Depth First|Array|Tree,google|amazon|facebook|microsoft|bloomberg|adobe|apple|yahoo|alibaba|walmart-labs|citadel|cloudera
329,Longest Increasing Path in a Matrix    ,0.394,Hard,9,Depth First|Topological Sort|Memoization,google|amazon|facebook|microsoft|bloomberg|uber|apple|yahoo|alibaba|pinterest
140,Word Break II    ,0.268,Hard,9,Dynamic Programming|Backtracking,google|amazon|facebook|microsoft|bloomberg|uber|apple|alibaba|snapchat|twitter|ebay|zenefits|pinterest|dropbox
564,Find the Closest Palindrome    ,0.184,Hard,9,String,google|amazon|facebook|microsoft|yelp|pinterest|two-sigma
449,Serialize and Deserialize BST    ,0.461,Medium,9,Tree,google|amazon|facebook|microsoft|uber|linkedin|yahoo|ebay|zenefits|zillow|qualtrics
535,Encode and Decode TinyURL    ,0.761,Medium,9,HashTable|Math,google|amazon|facebook|microsoft|adobe|uber|linkedin|alibaba|baidu|palantir-technologies
445,Add Two Numbers II    ,0.495,Medium,9,Linked List,google|amazon|facebook|microsoft|bloomberg|works-applications
162,Find Peak Element    ,0.409,Medium,9,Binary Search|Array,google|amazon|facebook|microsoft|bloomberg|adobe|yahoo|lyft|palantir-technologies|quora|ixl|rubrik|houzz
258,Add Digits    ,0.537,Easy,9,Math,amazon|microsoft|adobe|apple|bookingcom
57,Insert Interval    ,0.309,Hard,9,Array|Sort,google|amazon|facebook|microsoft|uber|apple|linkedin|twitter|lyft|tableau
51,N-Queens    ,0.381,Hard,8,Backtracking,amazon|facebook|microsoft|apple|alibaba|ebay|two-sigma|rubrik|tableau
203,Remove Linked List Elements    ,0.354,Easy,8,Linked List,google|amazon|microsoft|bloomberg|adobe|yahoo|paypal|pure storage
19,Remove Nth Node From End of List    ,0.341,Medium,8,Two Pointers|Linked List,google|amazon|facebook|microsoft|bloomberg|adobe|uber|apple|alibaba|baidu|ebay|expedia|cisco|zenefits|visa|aetion|servicenow
199,Binary Tree Right Side View    ,0.47,Medium,8,Depth First|breadth-first-search|Tree,google|amazon|facebook|microsoft|bloomberg|adobe|uber|apple|ebay|tencent|zenefits|paypal|mathworks
974,Subarray Sums Divisible by K    ,0.427,Medium,8,HashTable|Array,expedia|twilio
339,Nested List Weight Sum    ,0.674,Easy,8,Depth First,amazon|facebook|linkedin|snapchat
45,Jump Game II    ,0.277,Hard,8,Greedy |Array,google|amazon|facebook|microsoft|adobe|apple|alibaba|snapchat|goldman-sachs|expedia|huawei
324,Wiggle Sort II    ,0.276,Medium,8,Sort,google|facebook|airbnb|akuna capital
543,Diameter of Binary Tree    ,0.463,Easy,8,Tree,google|amazon|facebook|microsoft|bloomberg|adobe|apple|alibaba|snapchat|tencent|samsung|intel
125,Valid Palindrome    ,0.305,Easy,8,Two Pointers|String,google|amazon|facebook|microsoft|adobe|uber|apple|airbnb|snapchat|zenefits|yandex|tripadvisor
935,Knight Dialer    ,0.389,Medium,8,Dynamic Programming,google|facebook|box
426,Convert Binary Search Tree to Sorted Doubly Linked List    ,0.505,Medium,8,Tree|Linked List|Divide and Conquer,google|facebook|microsoft|bloomberg|oracle
221,Maximal Square    ,0.324,Medium,8,Dynamic Programming,google|amazon|facebook|microsoft|apple|alibaba|airbnb|ebay|yelp|zillow
34,Find First and Last Position of Element in Sorted Array    ,0.331,Medium,8,Binary Search|Array,google|amazon|facebook|microsoft|bloomberg|adobe|uber|apple|linkedin|yahoo|alibaba|ebay|qualtrics
167,Two Sum II - Input array is sorted    ,0.497,Easy,8,Binary Search|Two Pointers|Array,google|amazon|facebook|microsoft|bloomberg|adobe|apple|alibaba|baidu|goldman-sachs|expedia
410,Split Array Largest Sum    ,0.419,Hard,8,Binary Search|Dynamic Programming,google|facebook|airbnb|baidu
44,Wildcard Matching    ,0.225,Hard,8,Greedy |Dynamic Programming|String|Backtracking,google|amazon|facebook|microsoft|bloomberg|adobe|uber|alibaba|snapchat|twitter|two-sigma|coursera|citadel
135,Candy    ,0.279,Hard,8,Greedy ,google|microsoft|uber|snapchat
97,Interleaving String    ,0.275,Hard,8,Dynamic Programming|String,google|amazon|microsoft|bloomberg|uber|apple|nvidia|aetion
211,Add and Search Word - Data structure design    ,0.295,Medium,8,Backtracking|Design|Trie,google|amazon|facebook|yahoo|square
204,Count Primes    ,0.285,Easy,8,HashTable|Math,amazon|microsoft|bloomberg|adobe|apple|yahoo|goldman-sachs|tencent|nvidia
773,Sliding Puzzle    ,0.51,Hard,8,breadth-first-search,google|amazon|airbnb
415,Add Strings    ,0.433,Easy,8,String,google|facebook|microsoft|adobe|apple|alibaba|airbnb|snapchat|zillow|nvidia|square
228,Summary Ranges    ,0.354,Medium,8,Array,google|amazon|microsoft|bloomberg|indeed|capital-one
314,Binary Tree Vertical Order Traversal    ,0.404,Medium,8,HashTable,google|amazon|facebook|microsoft|bloomberg|snapchat|oracle
84,Largest Rectangle in Histogram    ,0.305,Hard,8,Array|Stack,google|amazon|facebook|microsoft|bloomberg|adobe|twitter|oracle|walmart-labs|netease
905,Sort Array By Parity    ,0.722,Easy,8,Array,google|amazon|microsoft|adobe|yahoo
457,Circular Array Loop    ,0.274,Medium,8,Two Pointers|Array,google|microsoft|nutanix
102,Binary Tree Level Order Traversal    ,0.475,Medium,8,breadth-first-search|Tree,google|amazon|facebook|microsoft|bloomberg|adobe|uber|apple|linkedin|yahoo|alibaba|oracle|ebay|walmart-labs|salesforce|paypal|tripadvisor
234,Palindrome Linked List    ,0.355,Easy,8,Two Pointers|Linked List,google|amazon|facebook|microsoft|bloomberg|adobe|apple|alibaba|twitter|vmware|netease|ixl|intel
202,Happy Number    ,0.445,Easy,8,HashTable|Math,google|amazon|bloomberg|uber|apple|airbnb|twitter|vmware|pinterest|nutanix|jpmorgan|pure storage
403,Frog Jump    ,0.356,Hard,8,Dynamic Programming,google|amazon|facebook|microsoft|apple|snapchat|oracle
458,Poor Pigs    ,0.45,Hard,8,Math,baidu
18,4Sum    ,0.3,Medium,8,HashTable|Two Pointers|Array,google|amazon|facebook|microsoft|adobe|apple|alibaba|airbnb
785,Is Graph Bipartite?    ,0.426,Medium,8,Depth First|breadth-first-search|Graph,google|amazon|facebook|microsoft|apple|houzz|liveramp
210,Course Schedule II    ,0.34,Medium,8,Depth First|breadth-first-search|Graph|Topological Sort,google|amazon|facebook|microsoft|bloomberg|uber|apple|salesforce|zenefits|pinterest|intuit|nutanix|square|doordash|redfin
93,Restore IP Addresses    ,0.309,Medium,8,String|Backtracking,amazon|facebook|microsoft|bloomberg|adobe|baidu|snapchat|wish
94,Binary Tree Inorder Traversal    ,0.555,Medium,8,HashTable|Tree|Stack,google|amazon|facebook|microsoft|bloomberg|adobe|uber|yahoo|alibaba|oracle|ebay|vmware|palantir-technologies
65,Valid Number    ,0.139,Hard,8,Math|String,google|facebook|adobe|uber|apple|linkedin|zillow
316,Remove Duplicate Letters    ,0.321,Hard,8,Greedy |Stack,google|microsoft|bloomberg
909,Snakes and Ladders    ,0.313,Medium,8,breadth-first-search,google|amazon|hulu
248,Strobogrammatic Number III    ,0.36,Hard,8,Math|Recursion,google|facebook
70,Climbing Stairs    ,0.437,Easy,8,Dynamic Programming,google|amazon|microsoft|bloomberg|adobe|uber|apple|linkedin|yahoo|alibaba|baidu|goldman-sachs|ebay|tencent|walmart-labs|zenefits|nvidia|netease|sap|aetion
438,Find All Anagrams in a String    ,0.367,Easy,8,HashTable,google|amazon|facebook|microsoft|uber|oracle|zenefits|paypal|works-applications
713,Subarray Product Less Than K    ,0.363,Medium,8,Two Pointers|Array,facebook|bloomberg|expedia|coursera|affirm|akuna capital|Yatra
751,IP to CIDR    ,0.585,Easy,8,Bit Manipulation,google|airbnb
529,Minesweeper    ,0.521,Medium,8,Depth First|breadth-first-search,google|amazon|facebook|microsoft|bloomberg|uber
279,Perfect Squares    ,0.412,Medium,8,breadth-first-search|Math|Dynamic Programming,google|amazon|facebook|microsoft|adobe|uber|apple|ebay|lyft|godaddy
819,Most Common Word    ,0.419,Easy,8,String,google|amazon|microsoft
697,Degree of an Array    ,0.496,Easy,8,Array,amazon|bloomberg|adobe|vmware|walmart-labs|pocket-gems|mathworks|visa|ixl|Drawbridge|GE Digital
287,Find the Duplicate Number    ,0.487,Medium,8,Binary Search|Two Pointers|Array,google|amazon|facebook|microsoft|bloomberg|adobe|uber|yahoo|twitter|oracle|cisco|morgan-stanley
198,House Robber    ,0.408,Easy,8,Dynamic Programming,google|amazon|facebook|microsoft|adobe|apple|linkedin|alibaba|airbnb|baidu|walmart-labs|pocket-gems|mathworks|samsung|quora
244,Shortest Word Distance II    ,0.464,Medium,8,HashTable|Design,bloomberg|uber|linkedin|indeed
205,Isomorphic Strings    ,0.369,Easy,8,HashTable,google|amazon|microsoft|bloomberg|linkedin|yahoo|yelp|salesforce|servicenow|wish
920,Number of Music Playlists    ,0.43,Hard,8,Dynamic Programming,google|coursera
29,Divide Two Integers    ,0.161,Medium,8,Binary Search|Math,google|amazon|facebook|microsoft|oracle|riot-games
165,Compare Version Numbers    ,0.229,Medium,8,String,google|amazon|microsoft|apple|intuit|nutanix|Arista Networks
208,Implement Trie (Prefix Tree)    ,0.372,Medium,8,Design|Trie,google|amazon|facebook|microsoft|bloomberg|uber|apple|linkedin|baidu|snapchat|twitter|yelp|walmart-labs|lyft|zenefits|paypal
251,Flatten 2D Vector    ,0.435,Medium,8,Design,google|amazon|facebook|uber|apple|linkedin|airbnb|twitter|yelp|salesforce|lyft|zenefits
918,Maximum Sum Circular Subarray    ,0.306,Medium,8,Array,facebook|two-sigma
280,Wiggle Sort    ,0.607,Medium,8,Array|Sort,google|amazon|facebook|microsoft|baidu|akuna capital
315,Count of Smaller Numbers After Self    ,0.375,Hard,8,Divide and Conquer|Binary Search Tree|Segment Tree|Binary Indexed Tree,google|amazon|facebook|adobe|apple|dropbox
268,Missing Number    ,0.478,Easy,8,Array|Math|Bit Manipulation,google|amazon|facebook|microsoft|bloomberg|adobe|apple|yahoo|oracle|cisco|zillow|ibm|morgan-stanley|qualcomm|Arista Networks
402,Remove K Digits    ,0.263,Medium,8,Greedy |Stack,google|facebook|microsoft|bloomberg|adobe|snapchat|nutanix|Drawbridge
233,Number of Digit One    ,0.3,Hard,8,Math,amazon|apple
250,Count Univalue Subtrees    ,0.48,Medium,8,Tree,google|bloomberg|box
240,Search a 2D Matrix II    ,0.404,Medium,8,Binary Search|Divide and Conquer,google|amazon|facebook|microsoft|bloomberg|apple|yahoo|alibaba|baidu|goldman-sachs|ebay|tencent|walmart-labs|citadel
304,Range Sum Query 2D - Immutable    ,0.315,Medium,8,Dynamic Programming,google|facebook|microsoft|baidu|houzz
523,Continuous Subarray Sum    ,0.242,Medium,8,Math|Dynamic Programming,google|facebook|microsoft|samsung
278,First Bad Version    ,0.293,Easy,8,Binary Search,google|facebook|bloomberg
64,Minimum Path Sum    ,0.459,Medium,8,Array|Dynamic Programming,google|amazon|microsoft|bloomberg|adobe|alibaba|goldman-sachs|yelp
24,Swap Nodes in Pairs    ,0.436,Medium,8,Linked List,google|amazon|facebook|microsoft|bloomberg|adobe|uber|yahoo|alibaba|walmart-labs|lyft
759,Employee Free Time    ,0.609,Hard,8,Greedy |Heap,google|amazon|microsoft|uber|airbnb|pinterest|intuit
152,Maximum Product Subarray    ,0.287,Medium,8,Array|Dynamic Programming,google|amazon|facebook|microsoft|adobe|apple|linkedin|alibaba|yelp|vmware|expedia|pocket-gems
340,Longest Substring with At Most K Distinct Characters    ,0.393,Hard,8,HashTable|String|Sliding Window,google|amazon|facebook|quora|coupang|appdynamics
120,Triangle    ,0.386,Medium,8,Array|Dynamic Programming,google|amazon|bloomberg|adobe|apple|yahoo
722,Remove Comments    ,0.306,Medium,8,String,google|facebook|microsoft|uber|goldman-sachs|nutanix|qualtrics
71,Simplify Path    ,0.283,Medium,8,String|Stack,google|amazon|facebook|microsoft|bloomberg|adobe
739,Daily Temperatures    ,0.594,Medium,8,HashTable|Stack,google|amazon|microsoft|bloomberg|yahoo
419,Battleships in a Board    ,0.653,Medium,8,,google|amazon|facebook|microsoft|apple
166,Fraction to Recurring Decimal    ,0.193,Medium,8,HashTable|Math,google|amazon|facebook|microsoft|adobe|uber|yahoo|goldman-sachs|ixl|rubrik
465,Optimal Account Balancing    ,0.421,Hard,8,,google|uber
116,Populating Next Right Pointers in Each Node    ,0.371,Medium,8,Depth First|Tree,google|amazon|facebook|microsoft|bloomberg|uber|apple|vmware|nutanix
468,Validate IP Address    ,0.211,Medium,8,String,google|facebook|microsoft|uber|linkedin|twitter|vmware|cisco|visa
427,Construct Quad Tree    ,0.552,Easy,8,,uber|apple
28,Implement strStr()    ,0.315,Easy,8,Two Pointers|String,google|amazon|facebook|microsoft|bloomberg|adobe|apple|yahoo|alibaba|baidu|tencent|salesforce|zillow|pocket-gems
150,Evaluate Reverse Polish Notation    ,0.316,Medium,8,Stack,google|amazon|microsoft|adobe|uber|linkedin|yelp|two-sigma|pure storage
753,Cracking the Safe    ,0.451,Hard,8,Depth First|Math,google|amazon
308,Range Sum Query 2D - Mutable    ,0.312,Hard,8,Segment Tree|Binary Indexed Tree,google|facebook
122,Best Time to Buy and Sell Stock II    ,0.512,Easy,8,Greedy |Array,google|amazon|facebook|microsoft|bloomberg|adobe|uber|apple|linkedin|yahoo|alibaba|airbnb|baidu|goldman-sachs|oracle|tencent|vmware|zenefits|intuit|palantir-technologies|citadel|grab|morgan-stanley|zappos
741,Cherry Pickup    ,0.283,Hard,8,Dynamic Programming,uber|akuna capital
862,Shortest Subarray with Sum at Least K    ,0.218,Hard,8,Binary Search|Queue,facebook|goldman-sachs
539,Minimum Time Difference    ,0.474,Medium,8,String,google|palantir-technologies
986,Interval List Intersections    ,0.624,Medium,8,Two Pointers,google|facebook|uber|doordash
928,Minimize Malware Spread II    ,0.383,Hard,8,Depth First|Graph|Union Find,dropbox
658,Find K Closest Elements    ,0.375,Medium,8,Binary Search,google|amazon|facebook|microsoft|bloomberg|adobe|uber|linkedin
114,Flatten Binary Tree to Linked List    ,0.414,Medium,8,Depth First|Tree,google|amazon|facebook|microsoft|bloomberg|adobe|uber|apple|alibaba|ebay|nutanix
26,Remove Duplicates from Sorted Array    ,0.4,Easy,8,Two Pointers|Array,google|amazon|facebook|microsoft|bloomberg|adobe|uber|apple|yahoo|alibaba|baidu|tencent|vmware|walmart-labs|cisco|netease|yandex
148,Sort List    ,0.343,Medium,8,Linked List|Sort,google|amazon|facebook|microsoft|adobe|yahoo|alibaba|baidu|tencent|vmware|pocket-gems|hulu
187,Repeated DNA Sequences    ,0.355,Medium,8,HashTable|Bit Manipulation,google|amazon|linkedin
723,Candy Crush    ,0.624,Medium,7,Two Pointers|Array,google|bloomberg|rubrik
160,Intersection of Two Linked Lists    ,0.328,Easy,7,Linked List,google|amazon|facebook|microsoft|bloomberg|uber|apple|linkedin|yahoo|alibaba|airbnb|baidu|oracle|tencent|salesforce|expedia|sap|intel|qualcomm
736,Parse Lisp Expression    ,0.437,Hard,7,String,google|apple|affirm
479,Largest Palindrome Product    ,0.272,Hard,7,,apple|yahoo
285,Inorder Successor in BST    ,0.338,Medium,7,Tree,google|amazon|facebook|microsoft|pocket-gems|palantir-technologies|Arista Networks
451,Sort Characters By Frequency    ,0.553,Medium,7,HashTable|Heap,google|amazon|microsoft|bloomberg|uber|linkedin|yahoo|expedia|nvidia
350,Intersection of Two Arrays II    ,0.47,Easy,7,HashTable|Binary Search|Two Pointers|Sort,google|amazon|facebook|bloomberg|uber|apple|alibaba|oracle|yelp
780,Reaching Points    ,0.273,Hard,7,Math,google|amazon|uber|salesforce|visa|coursera
75,Sort Colors    ,0.415,Medium,7,Two Pointers|Array|Sort,google|amazon|facebook|microsoft|bloomberg|adobe|uber|apple|yahoo|alibaba|airbnb|oracle|tencent|vmware|walmart-labs|pocket-gems|Flipkart
346,Moving Average from Data Stream    ,0.654,Easy,7,Design|Queue,google|amazon|facebook|microsoft|bloomberg|uber|twitter|indeed
170,Two Sum III - Data structure design    ,0.298,Easy,7,HashTable|Design,facebook|linkedin
63,Unique Paths II    ,0.333,Medium,7,Array|Dynamic Programming,google|amazon|facebook|microsoft|bloomberg|goldman-sachs|lyft|mathworks|godaddy
104,Maximum Depth of Binary Tree    ,0.596,Easy,7,Depth First|Tree,google|amazon|facebook|bloomberg|adobe|uber|apple|linkedin|yahoo|alibaba|baidu|tencent|lyft
694,Number of Distinct Islands    ,0.505,Medium,7,HashTable|Depth First,google|amazon|facebook|microsoft|bloomberg|linkedin|lyft
787,Cheapest Flights Within K Stops    ,0.341,Medium,7,breadth-first-search|Dynamic Programming|Heap,google|amazon|microsoft|airbnb
480,Sliding Window Median    ,0.318,Hard,7,Sliding Window,google|amazon|facebook|oracle
593,Valid Square    ,0.402,Medium,7,Math,google|yelp|pure storage
448,Find All Numbers Disappeared in an Array    ,0.529,Easy,7,Array,google|amazon|facebook|microsoft|adobe|apple
981,Time Based Key-Value Store    ,0.496,Medium,7,HashTable|Binary Search,google|lyft|zillow|databricks|sumologic|Flexport
767,Reorganize String    ,0.414,Medium,7,Greedy |String|Heap|Sort,google|amazon|facebook|uber|twitter
35,Search Insert Position    ,0.406,Easy,7,Binary Search|Array,google|amazon|bloomberg|adobe|apple|yahoo|sap|capital-one|tableau
62,Unique Paths    ,0.468,Medium,7,Array|Dynamic Programming,google|amazon|facebook|microsoft|bloomberg|adobe|apple|yahoo|alibaba|twitter|goldman-sachs|tencent|vmware|walmart-labs|netease
911,Online Election    ,0.453,Medium,7,Binary Search,google|apple
463,Island Perimeter    ,0.605,Easy,7,HashTable,google|amazon|facebook|microsoft|bloomberg|adobe|apple|yahoo|airbnb
518,Coin Change 2    ,0.418,Medium,7,,google|amazon|facebook|microsoft|uber|yahoo|twitter|ixl
136,Single Number    ,0.593,Easy,7,HashTable|Bit Manipulation,google|amazon|facebook|microsoft|adobe|alibaba|airbnb|baidu|oracle|vmware|expedia|palantir-technologies|sap|riot-games|zappos
567,Permutation in String    ,0.379,Medium,7,Two Pointers,google|amazon|facebook|microsoft|bloomberg|yahoo|snapchat
36,Valid Sudoku    ,0.422,Medium,7,HashTable,google|amazon|facebook|microsoft|bloomberg|uber|apple|snapchat|pinterest
688,Knight Probability in Chessboard    ,0.432,Medium,7,Dynamic Programming,google|facebook|microsoft|goldman-sachs
428,Serialize and Deserialize N-ary Tree    ,0.528,Hard,7,Tree,google|amazon|facebook|microsoft|uber|linkedin
317,Shortest Distance from All Buildings    ,0.371,Hard,7,breadth-first-search,google|amazon|facebook|zenefits
69,Sqrt(x)    ,0.309,Easy,7,Binary Search|Math,google|amazon|facebook|microsoft|bloomberg|uber|apple|linkedin|alibaba|salesforce|nvidia|hulu
178,Rank Scores    ,0.353,Medium,7,,amazon|adobe|apple|tencent
311,Sparse Matrix Multiplication    ,0.557,Medium,7,HashTable,google|facebook|bloomberg|apple|linkedin|goldman-sachs
101,Symmetric Tree    ,0.429,Easy,7,Depth First|breadth-first-search|Tree,google|amazon|facebook|microsoft|bloomberg|adobe|uber|apple|linkedin|yahoo|oracle|tencent
493,Reverse Pairs    ,0.227,Hard,7,Divide and Conquer|Binary Search Tree|Segment Tree|Binary Indexed Tree,google|amazon|facebook|uber|apple
509,Fibonacci Number    ,0.668,Easy,7,Array,amazon|microsoft|adobe
836,Rectangle Overlap    ,0.459,Easy,7,Math,google|amazon|microsoft|bloomberg|adobe|nvidia
727,Minimum Window Subsequence    ,0.363,Hard,7,Dynamic Programming|Sliding Window,google|amazon|ebay
366,Find Leaves of Binary Tree    ,0.645,Medium,7,Depth First|Tree,google|amazon|bloomberg|linkedin|pocket-gems
232,Implement Queue using Stacks    ,0.424,Easy,7,Stack|Design,google|amazon|microsoft|bloomberg|uber|apple|ebay|vmware|salesforce|mathworks|yandex
59,Spiral Matrix II    ,0.457,Medium,7,Array,google|amazon|microsoft|apple|snapchat
442,Find All Duplicates in an Array    ,0.602,Medium,7,Array,amazon|facebook|microsoft|baidu|pocket-gems|akuna capital
142,Linked List Cycle II    ,0.312,Medium,7,Two Pointers|Linked List,google|amazon|microsoft|bloomberg|adobe|apple|linkedin|goldman-sachs|tencent
299,Bulls and Cows    ,0.388,Medium,7,HashTable,google|amazon|zillow
286,Walls and Gates    ,0.488,Medium,7,breadth-first-search,google|amazon|facebook|microsoft|uber
490,The Maze    ,0.467,Medium,7,Depth First|breadth-first-search,google|amazon|facebook|microsoft|uber
450,Delete Node in a BST    ,0.394,Medium,7,Tree,google|amazon|facebook|microsoft|uber|apple|linkedin|yahoo|oracle
284,Peeking Iterator    ,0.398,Medium,7,Design,google|amazon|microsoft|apple|yahoo|walmart-labs|paypal|square
726,Number of Atoms    ,0.442,Hard,7,HashTable|Stack|Recursion,google|adobe|pinterest
30,Substring with Concatenation of All Words    ,0.233,Hard,7,HashTable|Two Pointers|String,google|amazon|facebook|adobe|apple
378,Kth Smallest Element in a Sorted Matrix    ,0.487,Medium,7,Binary Search|Heap,google|amazon|facebook|microsoft|bloomberg|adobe|uber|apple|twitter
117,Populating Next Right Pointers in Each Node II    ,0.337,Medium,7,Depth First|Tree,google|amazon|facebook|microsoft|bloomberg|uber|servicenow
743,Network Delay Time    ,0.407,Medium,7,Depth First|breadth-first-search|Heap|Graph,google|amazon|pocket-gems|akuna capital
153,Find Minimum in Rotated Sorted Array    ,0.426,Medium,7,Binary Search|Array,google|amazon|facebook|microsoft|bloomberg|adobe|uber|apple|linkedin|baidu|twitter|goldman-sachs|ebay|salesforce
296,Best Meeting Point    ,0.543,Hard,7,Math|Sort,google|facebook|linkedin|yahoo|twitter
545,Boundary of Binary Tree    ,0.345,Medium,7,Tree,google|amazon|facebook|microsoft|apple|yahoo|ebay
247,Strobogrammatic Number II    ,0.438,Medium,7,Math|Recursion,google|facebook
557,Reverse Words in a String III    ,0.633,Easy,7,String,google|microsoft|adobe|apple|alibaba|tencent|vmware|zappos
359,Logger Rate Limiter    ,0.644,Easy,7,HashTable|Design,google|uber|yelp
381,Insert Delete GetRandom O(1) - Duplicates allowed    ,0.316,Hard,7,HashTable|Array|Design,google|amazon|facebook|bloomberg|uber|linkedin|yelp|two-sigma|affirm
532,K-diff Pairs in an Array    ,0.295,Easy,7,Two Pointers|Array,amazon|bloomberg|salesforce|paypal
709,To Lower Case    ,0.764,Easy,7,String,adobe|apple
271,Encode and Decode Strings    ,0.261,Medium,7,String,google|amazon|facebook|bloomberg|twitter|ebay|palantir-technologies|square
907,Sum of Subarray Minimums    ,0.258,Medium,7,Array|Stack,
272,Closest Binary Search Tree Value II    ,0.44,Hard,7,Tree|Stack,google|amazon|linkedin|ForUsAll
235,Lowest Common Ancestor of a Binary Search Tree    ,0.438,Easy,7,Tree,google|amazon|facebook|microsoft|bloomberg|adobe|uber|linkedin|twitter|tencent|expedia|cisco|blackrock
353,Design Snake Game    ,0.3,Medium,7,Design|Queue,google|amazon|microsoft|uber|zillow
887,Super Egg Drop    ,0.248,Hard,7,Binary Search|Math|Dynamic Programming,google
635,Design Log Storage System    ,0.533,Medium,7,String|Design,google|amazon|snapchat|twitter|zenefits
243,Shortest Word Distance    ,0.565,Easy,7,Array,amazon|uber|linkedin|indeed
209,Minimum Size Subarray Sum    ,0.344,Medium,7,Binary Search|Two Pointers|Array,google|facebook|microsoft|bloomberg|adobe|goldman-sachs
703,Kth Largest Element in a Stream    ,0.457,Easy,7,Heap,google|amazon|facebook|ebay
628,Maximum Product of Three Numbers    ,0.457,Easy,7,Array|Math,google|amazon|facebook|microsoft|bloomberg|yahoo|goldman-sachs|cisco|intuit|redfin|Symantec
83,Remove Duplicates from Sorted List    ,0.421,Easy,7,Linked List,google|amazon|microsoft|apple|salesforce|citrix
852,Peak Index in a Mountain Array    ,0.692,Easy,7,Binary Search,google|amazon|facebook|microsoft|bloomberg|quora
417,Pacific Atlantic Water Flow    ,0.37,Medium,7,Depth First|breadth-first-search,google|amazon|microsoft|uber|goldman-sachs|oracle|expedia
